Term,Translate,Context,Reference,Comment
Portal.ThemeCreate.Video,ערכת נושא של Video,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Video.Description,צור ערכת נושא משלך בסוג Video.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙116,PASS⦙116,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.YouTube,ערכת נושא של YouTube,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.YouTube.Description,צור ערכת נושא משלך בז'אנר YouTube.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙117,PASS⦙117,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Application,נושא Application,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Application.Description,צור ערכת נושא משלך מסוג Application.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙118,PASS⦙118,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemeUrl,Url,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeWeb,Web,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeTags,תגים,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeTitle,כּוֹתֶרֶת,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeAuthor,סוֹפֵר,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeContact,תִקשׁוֹרֶת,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemePreview,תצוגה מקדימה,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeArguments,טיעונים,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeThumbnail,מִכסֶה,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeApplication,בַּקָשָׁה,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeDescription,הֶסבֵּר,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙119,PASS⦙119,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemeUrl.Hint,אנא הקלד כתובת url חוקית,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeWeb.Hint,בחר דף אינטרנט,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeTags.Hint,נא לכתוב תגי נושא חוקיים,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeTitle.Hint,נא לכתוב כותרת חוקית,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeAuthor.Hint,נא להזין שם מחבר חוקי,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeContact.Hint,נא לכתוב כתובת תקפה ליצירת קשר,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemePreview.Hint,בחר קובץ תצוגה מקדימה,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeArguments.Hint,נא לכתוב ארגומנטים תקפים ליישום,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeThumbnail.Hint,בחר תמונת שער,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeApplication.Hint,בחר קובץ יישום,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeDescription.Hint,נא לכתוב תיאור חוקי,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙120,PASS⦙120,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Delete,לְבַטֵל,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙121,PASS⦙121,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Gif.Title,בחר קובץ Gif,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.DragDrop.Gif.Filter,קבצי Gif (*.gif)|*.gif,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙122,PASS⦙122,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Video.Title,בחר קובץ וידאו,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.DragDrop.Video.Filter,קבצי וידאו (*.mp4;*.avi;*.mov;*.mkv;*.ogv;*.flv;*.wmv;*.hevc;*.webm;*.mpeg;*.mpeg1;*.mpeg2;*.mpeg4 )|*.mp4;*.avi;*.mov;*.mkv;*.ogv;*.flv;*.wmv;*.hevc;*.webm;*.mpeg;*.mpeg1;*.mpeg2;*.mpeg4,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙123,PASS⦙123,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Gif,גרור ושחרר את קובץ ה-Gif שלך כאן,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.DragDrop.Video,גרור ושחרר את קובץ הווידאו שלך כאן,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙124,PASS⦙124,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemeThumbnail.Title,בחר תמונת שער,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemeThumbnail.Filter,קבצי תמונה (*.png;*.jpg;*.jpeg;*.tiff;*.webp)|*.png;*.jpg;*.jpeg;*.tiff;*.webp,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙125,PASS⦙125,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemePreview.Title,בחר תצוגה מקדימה של קובץ,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ThemePreview.Filter,קבצי Gif (*.gif)|*.gif,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙126,PASS⦙126,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.WebSource.Title,בחר דף אינטרנט,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.WebSource.Filter,דפי אינטרנט (*.html)|*.html,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙127,PASS⦙127,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ApplicationSource.Title,בחר קובץ יישום,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.ApplicationSource.Filter,קבצי יישומים (*.exe)|*.exe,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙128,PASS⦙128,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Copy.Close,אני מבין,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Copy.Title,הודעה חשובה,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Copy.Message,הקובץ שתבחר ייכלל בערכת הנושא יחד עם כל שאר הקבצים והתיקיות בספריה שלו.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙129,PASS⦙129,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Lock.Close,אני מבין,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Lock.Title,שימוש בקובץ,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Lock.Message,הקובץ שבחרת נמצא בשימוש בתהליך אחר.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
PASS⦙130,PASS⦙130,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Access.Close,אני מבין,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Access.Title,התראת גישה,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeCreate.Access.Message,אין לך הרשאה לגשת לקובץ שבחרת.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.HE.xaml,
Portal.ThemeDelete.Close,לִסְגוֹר,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.Title,מחק ערכת נושא,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.Delete,לִמְחוֹק,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
PASS⦙131,PASS⦙131,Don't Touch,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeDelete.ThemeSize,מֵמַד,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeTags,תגים,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeType,סוּג,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeTitle,כּוֹתֶרֶת,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeAuthor,סוֹפֵר,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeCreate,יְצִירָה,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeModify,תַחֲלִיף,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeVersion,גִרְסָה,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeTagsText,אַף לֹא אֶחָד,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeTypeName,Gif,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeSizeTotal,0 b,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeAuthorName,Taiizor,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeCreateDate,לֹא יְדוּעַ,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeModifyDate,לֹא יְדוּעַ,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeDescription,הֶסבֵּר,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeDelete.ThemeVersionText,0.0.0.0 (0.0.0.0),,Portal\Controls\ThemeDelete\Portal.ThemeDelete.HE.xaml,
Portal.ThemeEdit.Save,לְהַצִיל,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.Close,לִסְגוֹר,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.Title,עריכת נושא,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
PASS⦙132,PASS⦙132,Don't Touch,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeEdit.Localization,בְּרִירַת מֶחדָל,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
PASS⦙133,PASS⦙133,Don't Touch,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeEdit.ThemeTags,תגים,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeTitle,כּוֹתֶרֶת,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeAuthor,סוֹפֵר,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeContact,תִקשׁוֹרֶת,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeArguments,טיעונים,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeDescription,הֶסבֵּר,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeLocalization,לוקליזציה,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
PASS⦙134,PASS⦙134,Don't Touch,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeEdit.ThemeTags.Hint,נא לכתוב תגי נושא חוקיים,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeTitle.Hint,נא לכתוב כותרת חוקית,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeAuthor.Hint,נא להזין שם מחבר חוקי,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeContact.Hint,נא לכתוב כתובת תקפה ליצירת קשר,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeArguments.Hint,נא לכתוב ארגומנטים תקפים ליישום,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeEdit.ThemeDescription.Hint,נא לכתוב תיאור חוקי,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.HE.xaml,
Portal.ThemeImport.Close,לִסְגוֹר,,Portal\Controls\ThemeImport\Portal.ThemeImport.HE.xaml,
Portal.ThemeImport.Title,ייבוא ​​נושאים,,Portal\Controls\ThemeImport\Portal.ThemeImport.HE.xaml,
PASS⦙135,PASS⦙135,Don't Touch,Portal\Controls\ThemeImport\Portal.ThemeImport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeImport.Info,מידע בנושא נושא,,Portal\Controls\ThemeImport\Portal.ThemeImport.HE.xaml,
Portal.ThemeImport.Type,הסבר סיבה,,Portal\Controls\ThemeImport\Portal.ThemeImport.HE.xaml,
Portal.ThemeReport.Close,לִסְגוֹר,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Title,דיווח נושאים,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙136,PASS⦙136,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.ThemeTitle,כּוֹתֶרֶת,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.ThemeDescription,הֶסבֵּר,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙137,PASS⦙137,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter,דִוּוּחַ,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Description,ציין את הסיבות שלך לדיווח על הנושא.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙138,PASS⦙138,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Contact.Placeholder,נא להזין כתובת דואר אלקטרוני חוקית,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙139,PASS⦙139,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Description.Text,הערות נוספות:,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Description.Placeholder,אנא הסבר בפירוט את הסיבה לדיווח.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙140,PASS⦙140,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Preparing,ההכנות הנדרשות לדיווח יחלו בקרוב..,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙141,PASS⦙141,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Checking,מתבצעות בדיקות הכרחיות לדיווח.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Checking.Error,אירעה שגיאה לא ידועה במהלך ביצוע הבדיקות הדרושות לדיווח.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Checking.Status,"לא ניתן היה ליצור את התנאים המתאימים לדיווח כרגע, אנא נסה שוב מאוחר יותר..",,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙142,PASS⦙142,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Sending,המידע נשלח לדיווח.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Sending.Error,אירעה שגיאה בעת שליחת הדוח.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Sending.Errored,אירעה שגיאה בלתי צפויה במהלך שליחת הדוח: {0}.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Sending.Succeded,"הדוח נשלח בהצלחה, תודה.",,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙143,PASS⦙143,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Network,נדרש חיבור לאינטרנט לדיווח.,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
PASS⦙144,PASS⦙144,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.GitHub,דווח על GitHub,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReport.Reporter.Report,דִוּוּחַ,,Portal\Controls\ThemeReport\Portal.ThemeReport.HE.xaml,
Portal.ThemeReview.Close,לִסְגוֹר,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.Title,סקירת נושא,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
PASS⦙145,PASS⦙145,Don't Touch,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeReview.ThemeSize,מֵמַד,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeTags,תגים,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeType,סוּג,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeTitle,כּוֹתֶרֶת,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeAuthor,סוֹפֵר,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeCreate,יְצִירָה,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeModify,תַחֲלִיף,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeContact,כתובת ליצירת קשר בנושא נושא,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeVersion,גִרְסָה,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeTagsText,אַף לֹא אֶחָד,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeTypeName,Gif,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeSizeTotal,0 b,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeAuthorName,Taiizor,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeCreateDate,לֹא יְדוּעַ,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeModifyDate,לֹא יְדוּעַ,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeDescription,הֶסבֵּר,,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeReview.ThemeVersionText,0.0.0.0 (0.0.0.0),,Portal\Controls\ThemeReview\Portal.ThemeReview.HE.xaml,
Portal.ThemeShare.Close,לִסְגוֹר,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.Title,שיתוף ערכת נושא,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙146,PASS⦙146,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemeTitle,כּוֹתֶרֶת,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemeDescription,הֶסבֵּר,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙147,PASS⦙147,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemeCopy,העתק קישור,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemeExport,יְצוּא,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish,פרסם בחנות,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙148,PASS⦙148,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Publish,לְפַרְסֵם,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Preparing,בקרוב יחלו ההכנות לפרסום.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙149,PASS⦙149,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Limit,מגבלת העלאת הנושא היומית שלך נבדקת.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙150,PASS⦙150,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Limit.Error,אירעה שגיאה לא ידועה בעת בדיקת מגבלת העלאת הנושא היומית שלך.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Limit.Exceeded,"הגעת למגבלת העלאת הנושא היומית שלך, אנא נסה שוב בפעם אחרת.",,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙151,PASS⦙151,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Compress,ערכת הנושא נדחסת לפני ההעלאה.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Compress.Error,אירעה שגיאה במהלך דחיסת העיצוב.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙152,PASS⦙152,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Size,בדיקת גודל ערכת הנושא הדחוסה.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙153,PASS⦙153,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Size.Exceeded,לא ניתן להעלות את ערכת הנושא הדחוסה מכיוון שגודלו גדול מ-{0} MB.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙154,PASS⦙154,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Check,ערכת הנושא הדחוסה נבדקת עבור תקינות לפני ההעלאה.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Check.Error,אירעה שגיאה בעת בדיקת תקינות העיצוב הדחוס.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙155,PASS⦙155,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Upload,הכנת ערכת הנושא הדחוסה להעלאה.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙156,PASS⦙156,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Upload.Error,אירעה שגיאה לא ידועה בעת העלאת העיצוב הדחוס.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
