Term,Translate,Context,Reference,Comment
Portal.ThemeCreate.Application.Description,أنشئ سِمتك الخاصة بتنسيق Application.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙118,PASS⦙118,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemeUrl,URL,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeWeb,Web,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeTags,الوسوم,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeTitle,العنوان,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeAuthor,المؤلّف,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeContact,جهة الاتصال,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemePreview,معاينة,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeArguments,الوسائط,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeThumbnail,صورة الغلاف,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeApplication,تطبيق,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeDescription,الوصف,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙119,PASS⦙119,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemeUrl.Hint,يُرجى إدخال عنوان URL صالح,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeWeb.Hint,حدِّد صفحة ويب,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeTags.Hint,يُرجى إدخال وسوم سِمة صالحة,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeTitle.Hint,يُرجى إدخال عنوان صالح,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeAuthor.Hint,يُرجى إدخال اسم مؤلّف صالح,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeContact.Hint,يُرجى إدخال عنوان جهة اتصال صالح,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemePreview.Hint,حدِّد ملف معاينة,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeArguments.Hint,يُرجى إدخال وسائط تطبيق صالحة,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeThumbnail.Hint,حدِّد صورة غلاف,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeApplication.Hint,حدِّد ملف تطبيق,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeDescription.Hint,يُرجى إدخال وصف صالح,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙120,PASS⦙120,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Delete,تراجع,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙121,PASS⦙121,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Gif.Title,تحديد ملف GIF,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.DragDrop.Gif.Filter,ملفّات GIF (*.gif)|*.gif,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙122,PASS⦙122,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Video.Title,تحديد ملف فيديو,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.DragDrop.Video.Filter,ملفّات الفيديو (*.mp4;*.avi;*.mov;*.mkv;*.ogv;*.flv;*.wmv;*.hevc;*.webm;*.mpeg;*.mpeg1;*.mpeg2;*.mpeg4)|*.mp4;*.avi;*.mov;*.mkv;*.ogv;*.flv;*.wmv;*.hevc;*.webm;*.mpeg;*.mpeg1;*.mpeg2;*.mpeg4,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙123,PASS⦙123,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.DragDrop.Gif,اسحب ملف GIF وأفلِته هنا,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.DragDrop.Video,اسحب ملف الفيديو وأفلِته هنا,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙124,PASS⦙124,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemeThumbnail.Title,تحديد صورة الغلاف,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemeThumbnail.Filter,ملفّات الصور (*.png;*.jpg;*.jpeg;*.tiff;*.webp)|*.png;*.jpg;*.jpeg;*.tiff;*.webp,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙125,PASS⦙125,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ThemePreview.Title,تحديد ملف المعاينة,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ThemePreview.Filter,ملفّات GIF (*.gif)|*.gif,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙126,PASS⦙126,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.WebSource.Title,تحديد صفحة الويب,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.WebSource.Filter,صفحات الويب (*.html)|*.html,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙127,PASS⦙127,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.ApplicationSource.Title,تحديد ملف التطبيق,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.ApplicationSource.Filter,ملفّات التطبيقات (*.exe)|*.exe,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙128,PASS⦙128,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Copy.Close,حسنًا,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Copy.Title,إشعار مهم,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Copy.Message,سيتم تضمين الملف المحدّد في السِمة مع جميع الملفّات والمجلّدات الأخرى الموجودة في الدليل.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙129,PASS⦙129,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Lock.Close,حسنًا,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Lock.Title,الملف قيد الاستخدام,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Lock.Message,الملف المحدّد قيد الاستخدام من قِبل عملية أخرى.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
PASS⦙130,PASS⦙130,Don't Touch,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeCreate.Access.Close,حسنًا,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Access.Title,تحذير الوصول,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeCreate.Access.Message,ليس لديك إذن للوصول إلى الملف المحدّد.,,Portal\Controls\ThemeCreate\Portal.ThemeCreate.AR.xaml,
Portal.ThemeDelete.Close,إغلاق,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.Title,حذف السِمة,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.Delete,حذف,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
PASS⦙131,PASS⦙131,Don't Touch,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeDelete.ThemeSize,الحجم,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeTags,الوسوم,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeType,النوع,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeTitle,العنوان,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeAuthor,المؤلّف,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeCreate,الإنشاء,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeModify,التعديل,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeVersion,الإصدار,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeTagsText,بلا,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeTypeName,Gif,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeSizeTotal,0 b,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeAuthorName,Taiizor,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeCreateDate,غير معروف,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeModifyDate,غير معروف,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeDescription,الوصف,,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeDelete.ThemeVersionText,0.0.0.0 (0.0.0.0),,Portal\Controls\ThemeDelete\Portal.ThemeDelete.AR.xaml,
Portal.ThemeEdit.Save,حفظ,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.Close,إغلاق,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.Title,تحرير السِمة,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
PASS⦙132,PASS⦙132,Don't Touch,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeEdit.Localization,افتراضي,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
PASS⦙133,PASS⦙133,Don't Touch,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeEdit.ThemeTags,الوسوم,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeTitle,العنوان,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeAuthor,المؤلّف,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeContact,جهة الاتصال,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeArguments,الوسائط,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeDescription,الوصف,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeLocalization,الترجمة,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
PASS⦙134,PASS⦙134,Don't Touch,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeEdit.ThemeTags.Hint,يُرجى إدخال وسوم سِمة صالحة,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeTitle.Hint,يُرجى إدخال عنوان صالح,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeAuthor.Hint,يُرجى إدخال اسم مؤلّف صالح,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeContact.Hint,يُرجى إدخال عنوان اتصال صالح,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeArguments.Hint,يُرجى إدخال وسائط تطبيق صالحة,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeEdit.ThemeDescription.Hint,يُرجى إدخال وصف صالح,,Portal\Controls\ThemeEdit\Portal.ThemeEdit.AR.xaml,
Portal.ThemeImport.Close,إغلاق,,Portal\Controls\ThemeImport\Portal.ThemeImport.AR.xaml,
Portal.ThemeImport.Title,استيراد السِمة,,Portal\Controls\ThemeImport\Portal.ThemeImport.AR.xaml,
PASS⦙135,PASS⦙135,Don't Touch,Portal\Controls\ThemeImport\Portal.ThemeImport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeImport.Info,معلومات السِمة,,Portal\Controls\ThemeImport\Portal.ThemeImport.AR.xaml,
Portal.ThemeImport.Type,أوصاف الأسباب,,Portal\Controls\ThemeImport\Portal.ThemeImport.AR.xaml,
Portal.ThemeReport.Close,إغلاق,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Title,الإبلاغ عن السِمة,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙136,PASS⦙136,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.ThemeTitle,العنوان,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.ThemeDescription,الوصف,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙137,PASS⦙137,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter,الإبلاغ,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Description,حدِّد أسباب الإبلاغ عن السِمة.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙138,PASS⦙138,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Contact.Placeholder,يُرجى إدخال عنوان بريد إلكتروني صالح,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙139,PASS⦙139,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Description.Text,ملاحظات إضافية:,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Description.Placeholder,يُرجى وصف سبب الإبلاغ بالتفصيل.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙140,PASS⦙140,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Preparing,ستبدأ التحضيرات للإبلاغ بعد قليل..,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙141,PASS⦙141,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Checking,تُجرى عمليات التحقّق اللازمة للإبلاغ..,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Checking.Error,حدث خطأ غير معروف أثناء إجراء عمليات التحقّق اللازمة للإبلاغ.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Checking.Status,تعذّر توفير الشروط المناسبة للإبلاغ في الوقت الحالي، يُرجى المحاولة مرة أخرى لاحقًا..,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙142,PASS⦙142,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Sending,يجري إرسال المعلومات اللازمة للإبلاغ..,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Sending.Error,حدث خطأ أثناء إرسال التقرير.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Sending.Errored,حدث خطأ غير متوقّع أثناء إرسال التقرير: {0}.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Sending.Succeded,تم إرسال التقرير بنجاح، شكرًا لك.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙143,PASS⦙143,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.Network,يلزم وجود اتصال بالإنترنت للإبلاغ.,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
PASS⦙144,PASS⦙144,Don't Touch,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReport.Reporter.GitHub,الإبلاغ من GitHub,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReport.Reporter.Report,إبلاغ,,Portal\Controls\ThemeReport\Portal.ThemeReport.AR.xaml,
Portal.ThemeReview.Close,إغلاق,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.Title,مراجعة السِمة,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
PASS⦙145,PASS⦙145,Don't Touch,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeReview.ThemeSize,الحجم,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeTags,الوسوم,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeType,النوع,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeTitle,العنوان,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeAuthor,المؤلّف,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeCreate,الإنشاء,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeModify,التعديل,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeContact,عنوان جهة الاتصال بالسِمة,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeVersion,الإصدار,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeTagsText,بلا,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeTypeName,Gif,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeSizeTotal,0 b,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeAuthorName,Taiizor,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeCreateDate,غير معروف,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeModifyDate,غير معروف,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeDescription,الوصف,,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeReview.ThemeVersionText,0.0.0.0 (0.0.0.0),,Portal\Controls\ThemeReview\Portal.ThemeReview.AR.xaml,
Portal.ThemeShare.Close,إغلاق,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.Title,مشاركة السِمة,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙146,PASS⦙146,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemeTitle,العنوان,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemeDescription,الوصف,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙147,PASS⦙147,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemeCopy,نسخ الرابط,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemeExport,تصدير,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish,النشر في المتجر,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙148,PASS⦙148,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Publish,نشر,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Preparing,ستبدأ تحضيرات النشر بعد قليل..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙149,PASS⦙149,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Limit,يجري التحقّق من حدّك اليومي لرفع السِمات..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙150,PASS⦙150,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Limit.Error,حدث خطأ غير معروف أثناء التحقّق من حدّك اليومي لرفع السِمات.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Limit.Exceeded,لقد وصلت إلى حدّك اليومي لرفع السِمات، يُرجى المحاولة مرة أخرى لاحقًا.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙151,PASS⦙151,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Compress,يجري ضغط السِمة قبل رفعها..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Compress.Error,حدث خطأ أثناء ضغط السِمة.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙152,PASS⦙152,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Size,يجري التحقّق من حجم السِمة المضغوطة..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙153,PASS⦙153,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Size.Exceeded,لا يمكن رفع السِمة المضغوطة لأنها تتجاوز {0} MB.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙154,PASS⦙154,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Check,يجري التحقّق من سلامة السِمة المضغوطة قبل رفعها..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Check.Error,حدث خطأ أثناء التحقّق من سلامة السِمة المضغوطة.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙155,PASS⦙155,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Upload,يجري تحضير السِمة المضغوطة للرفع..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙156,PASS⦙156,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Upload.Error,حدث خطأ غير معروف أثناء رفع السِمة المضغوطة.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Upload.Start,يجري رفع السِمة المضغوطة..,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Upload.Errored,حدث خطأ غير متوقّع أثناء رفع السِمة المضغوطة: {0}.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Upload.Succeded,تم رفع السِمة المضغوطة بنجاح، وسيتم نشرها في المتجر بعد التحقّق.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙157,PASS⦙157,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.SaveDialogTitle,حفظ ملف السِمة,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.SaveDialogFilter,ملفّات ZIP (*.zip)|*.zip|كل الملفّات (*.*)|*.*,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
PASS⦙158,PASS⦙158,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Already.Close,حسنًا,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.ThemeShare.ThemePublish.Already.Title,تحذير النشر,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
